DATA,SIGLA_ESTADO,MUNICIPIO,CODIGO_MUNICIPIO_7,OBITOS_NOVOS,OBITOS,CASOS_NOVOS,CASOS,POPULACAO_ESTIMADA,OBITOS_NOVOS_MEDIA_14_DIAS,TAXA_OBITOS_NOVOS_MEDIA_14_DIAS,CASOS_NOVOS_MEDIA_14_DIAS,CASOS_NOVOS_MEDIA_56_DIAS,TAXA_CASOS_NOVOS_MEDIA_14_DIAS,TAXA_CASOS_NOVOS_MEDIA_56_DIAS,TAXA_FATALIDADE,NUMERO_REPRODUCAO_EFETIVO_MEDIA,NUMERO_REPRODUCAO_EFETIVO_VARIANCIA,NUMERO_REPRODUCAO_EFETIVO_QUANTIL_0.025,NUMERO_REPRODUCAO_EFETIVO_MEDIANA,NUMERO_REPRODUCAO_EFETIVO_QUANTIL_0.975
2021-07-19,TOTAL,TOTAL,0,668,542935,16743,19394721,210147125,1260.7857142857142,0.5999538248670849,42521.5,58317.357142857145,20.23415737902672,27.75072804010864,2.1451054262623805,0.981001647950821,1.6962163013685818e-06,0.9784514717901548,0.9810010719662398,0.9835550973843536
2021-07-20,TOTAL,TOTAL,0,1379,544314,31134,19425855,210147125,1233.7857142857142,0.5871056833567027,40340.21428571428,57551.42857142857,19.196177100074188,27.386255496680512,2.271917167686243,0.9740552948541334,1.688283622784502e-06,0.9715120087307788,0.9740547178893388,0.9766018598208244
2021-07-21,TOTAL,TOTAL,0,1400,545714,55828,19481683,210147125,1220.642857142857,0.5808515615632891,40460.357142857145,57115.66071428572,19.25334793081616,27.178892270967648,2.3185829901837747,0.9654593625456218,1.6787255602772403e-06,0.9629225651093536,0.965458783405265,0.9679994511887652
2021-07-22,TOTAL,TOTAL,0,1430,547144,48673,19530356,210147125,1199.428571428571,0.570756593233703,40070.28571428572,56832.67857142857,19.067729674762724,27.044233211103204,2.3499480106189883,0.9555064586842976,1.6679157987206638e-06,0.952977699914721,0.9555058772087518,0.9580385219314356
2021-07-23,TOTAL,TOTAL,0,1291,548435,107104,19637460,210147125,1186.5,0.564604440817356,43546.28571428572,57783.19642857143,20.7218089299512,27.49654387542605,2.379939222791024,0.9443230561525352,1.656752681591617e-06,0.941803015232861,0.9443224718342722,0.9468464177046968
2021-07-24,TOTAL,TOTAL,0,1080,549515,34647,19672107,210147125,1181.0,0.5619872268059818,42870.0,57047.232142857145,20.399993575929244,27.14633004989107,2.4264321731933105,0.9321509788952936,1.6463629450335605e-06,0.9296365480219876,0.9321503895713336,0.934668758848047
2021-07-25,TOTAL,TOTAL,0,479,549994,18255,19690362,210147125,1174.928571428571,0.5590980944557634,42806.5,56633.08928571428,20.3697766505252,26.949257233813828,2.460296330420684,0.919557119241489,1.6381747045274554e-06,0.9170490784051826,0.9195565248701152,0.9220685378412772
2021-07-26,TOTAL,TOTAL,0,625,550619,21433,19711795,210147125,1163.928571428571,0.5538636664330151,42965.21428571428,56362.267857142855,20.445301969139138,26.820384936097916,2.484978802574191,0.9070451523540716,1.6330171827731087e-06,0.9045434016859076,0.9070445527932548,0.9095503102768918
2021-07-27,TOTAL,TOTAL,0,1289,551908,43583,19755378,210147125,1137.571428571429,0.5413214330538325,42610.357142857145,55731.53571428572,20.27644068071697,26.52024657215069,2.494896944119384,0.8952395205264321,1.6323236392053355e-06,0.8927388129318241,0.8952389135550675,0.8977436774892269
2021-07-28,TOTAL,TOTAL,0,1372,553280,47040,19802418,210147125,1125.928571428571,0.5357810968998845,41964.0,54852.42857142857,19.96886704969197,26.10191720273526,2.4351772891871515,0.8851262804769329,1.6371518975496885e-06,0.882621904126051,0.8851256647569001,0.8876341559139584
2021-07-29,TOTAL,TOTAL,0,1340,554620,41316,19843734,210147125,1106.7142857142858,0.5266378427562527,41030.71428571428,54231.982142857145,19.52475642277489,25.806673368887225,2.418794599159807,0.8774018160817054,1.649054532376489e-06,0.8748862329643792,0.877401189357886,0.8799209608187839
2021-07-30,TOTAL,TOTAL,0,883,555503,40365,19884099,210147125,1070.571428571429,0.5094390078243652,40849.42857142857,54181.92857142857,19.438490329776617,25.782855021894097,2.417789822634113,0.8722319119930655,1.6687416592872448e-06,0.8697013800502809,0.8722312740287463,0.874766069434433
2021-07-31,TOTAL,TOTAL,0,949,556452,35083,19919182,210147125,1047.571428571429,0.4984942946858914,39853.28571428572,53707.33928571428,18.96446868558669,25.557018344036013,2.38392080688551,0.8696537243972455,1.6960601457826422e-06,0.8671031495602461,0.8696530743553733,0.8722079933685634
2021-08-01,TOTAL,TOTAL,0,415,556867,20352,19939534,210147125,1042.857142857143,0.4962509683904278,40111.142857142855,53350.357142857145,19.087171835990077,25.38714585929127,2.4073063396247574,0.8696134187369877,1.7306257412597688e-06,0.8670372312606816,0.8696127555338402,0.8721933751420521
2021-08-02,TOTAL,TOTAL,0,544,557411,18861,19958395,210147125,1034.0,0.4920362341383447,40262.42857142857,52978.21428571428,19.159162216199043,25.210059041119063,2.4317110167797464,0.8720131201845567,1.7712547089608207e-06,0.8694063045257393,0.8720124429778398,0.8746237843532583
2021-08-03,TOTAL,TOTAL,0,1236,558647,32479,19990874,210147125,1023.7857142857144,0.487175693831507,40358.5,52563.5,19.2048784869172,25.012714306702986,2.537878720808552,0.8764494533241203,1.8172443981643376e-06,0.8738086898998916,0.8764487618740548,0.8790941462020065
