,DATA,OBITOS_NOVOS_PAINEL,OBITOS_ACUMULADO_PAINEL,CASOS_NOVOS_PAINEL,CASOS_ACUMULADO_PAINEL,day_of_week,CASOS_NOVOS_MEDIA_MOVEL_7_DIAS_PAINEL,OBITOS_NOVOS_MEDIA_MOVEL_7_DIAS_PAINEL,OBITOS_NOVOS_SIM,OBITOS_ACUMULADO_SIM,OBITOS_NOVOS_MEDIA_MOVEL_7_DIAS_SIM,POPULACAO_2022,TAXA_OBITOS_NOVOS_SIM,TAXA_OBITOS_NOVOS_MEDIA_MOVEL_7_DIAS_SIM,TAXA_OBITOS_SIM,NOVOS_CASOS_SRAG,NOVOS_OBITOS_SRAG,CASOS_INICIO_SINTOMAS_ESTIMADOS,NUMERO_REPRODUCAO_EFETIVO_MEDIA,NUMERO_REPRODUCAO_EFETIVO_VARIANCIA,NUMERO_REPRODUCAO_EFETIVO_QUANTIL_0.025,NUMERO_REPRODUCAO_EFETIVO_MEDIANA,NUMERO_REPRODUCAO_EFETIVO_QUANTIL_0.975,NUMERO_REPRODUCAO_EFETIVO_ATRASADO_MEDIA,NUMERO_REPRODUCAO_EFETIVO_ATRASADO_VARIANCIA,NUMERO_REPRODUCAO_EFETIVO_ATRASADO_QUANTIL_0.025,NUMERO_REPRODUCAO_EFETIVO_ATRASADO_MEDIANA,NUMERO_REPRODUCAO_EFETIVO_ATRASADO_QUANTIL_0.975,NUMERO_REPRODUCAO_EFETIVO_SRAG_MEDIA,NUMERO_REPRODUCAO_EFETIVO_SRAG_VARIANCIA,NUMERO_REPRODUCAO_EFETIVO_SRAG_QUANTIL_0.025,NUMERO_REPRODUCAO_EFETIVO_SRAG_MEDIANA,NUMERO_REPRODUCAO_EFETIVO_SRAG_QUANTIL_0.975,TAXA_FATALIDADE,TAXA_FATALIDADE_SRAG,NOVOS_OBITOS_MEDIA_MOVEL_7_DIAS_SRAG,NOVOS_CASOS_MEDIA_MOVEL_7_DIAS_SRAG,EPIDEMIC_EPISODE,ONSET_NUMERO_REPRODUCAO_EFETIVO_MEDIA,ONSET_TAXA_OBITOS_NOVOS_MEDIA_MOVEL_7_DIAS
990,2022-11-02,9.0,688228.0,2302.0,34839337.0,2.0,4608.857142857143,45.85714285714285,12.0,696628.0,13.285714285714286,203062512.0,0.0059095102694287,0.0065426720840104,343.0608599976346,196,10.0,1918.8218783222155,1.2317958946824672,1.6401776104438956e-05,1.2238774774982646,1.2317914679850368,1.2397356209388,1.5954339806641176,9.02399761513562e-05,1.5768732655667723,1.5954151355963817,1.614101790681382,1.6382093640112068,0.0008591734733642,1.581109270685174,1.63803362049932,1.6963693704723517,0.2470588235294117,16.374269005847953,12.0,153.0,3,8,
991,2022-11-03,39.0,688267.0,6971.0,34846308.0,3.0,4435.714285714285,43.57142857142857,10.0,696638.0,12.285714285714286,203062512.0,0.0049245918911906,0.0060502128948913,343.06578458952583,208,17.0,2090.2910674488817,1.295000508832519,1.678736607074218e-05,1.2869804245442822,1.294996185676666,1.3030451612563083,1.5996830804104225,8.355472595414958e-05,1.581828561502398,1.5996656925160009,1.6176364132496732,1.6489840875045818,0.0007980519464282,1.5945179341986109,1.6488240285438989,1.7045893825915306,0.2091300191204589,16.19047619047619,12.142857142857142,168.0,3,8,
992,2022-11-04,65.0,688332.0,2755.0,34849063.0,4.0,3833.714285714286,36.0,21.0,696659.0,13.142857142857142,203062512.0,0.0103416429715003,0.0064723207712791,343.0761262324973,224,8.0,2310.751453468881,1.3613562214343242,1.705363474208231e-05,1.3532591407832573,1.3613520301378688,1.3694771522160234,1.5992881051389929,7.704834589744217e-05,1.5821324846383082,1.599272047142358,1.616537235982252,1.654933193387719,0.0007342445001674,1.6020987711859125,1.6547856757973425,1.708386302067315,0.4232895646164478,15.196998123827392,11.571428571428571,180.8571428571429,3,8,
993,2022-11-05,10.0,688342.0,1310.0,34850373.0,5.0,3757.714285714286,35.857142857142854,22.0,696681.0,13.857142857142858,203062512.0,0.0108341021606193,0.0068240773349355,343.086960334658,275,25.0,2501.2727747207323,1.4264590504602008,1.7115467581170876e-05,1.4183497628400354,1.4264550389351514,1.4345911352444078,1.5948406814902736,7.080514135423193e-05,1.5783862227645835,1.5948258464757217,1.6113855771645489,1.6536041626655915,0.0006711597557336,1.6030547971480351,1.6534688007266116,1.7047969175305868,0.3977375448746093,16.407599309153714,13.571428571428571,205.14285714285717,3,8,
994,2022-11-06,6.0,688348.0,1077.0,34851450.0,6.0,3797.714285714286,36.57142857142857,14.0,696695.0,13.857142857142858,203062512.0,0.0068944286476668,0.0068240773349355,343.0938547633056,290,17.0,2778.889557116287,1.485865949868208,1.6933655748591185e-05,1.4778054812511456,1.485862145449759,1.493948038679889,1.5862241654004687,6.49244577872711e-05,1.5704968781268498,1.586210567893889,1.6020598363823475,1.6453711574641214,0.0006107831205762,1.5975468423992198,1.6452469115574346,1.6944574862690285,0.2688540780774189,15.894039735099335,13.714285714285714,226.7142857142857,3,8,
995,2022-11-07,47.0,688395.0,4042.0,34855492.0,0.0,3820.428571428572,34.0,21.0,696716.0,15.714285714285714,203062512.0,0.0103416429715003,0.0077386444004424,343.10419640627714,339,23.0,3056.506339511842,1.5347701885154337,1.6479678109783863e-05,1.526829069933267,1.5347666140330352,1.5427316205848849,1.5745139890188504,5.941852599161136e-05,1.5594734283642693,1.5745014628474292,1.5896257348525058,1.6333348743847158,0.0005546842487367,1.5875104451420026,1.6332217426432618,1.6798155754368942,0.4111313103062508,17.665615141955836,16.0,256.85714285714283,3,8,
996,2022-11-08,92.0,688487.0,12661.0,34868153.0,1.0,4445.428571428572,38.285714285714285,16.0,696732.0,16.571428571428573,203062512.0,0.007879347025905,0.0081607522768301,343.112075753303,408,19.0,3282.4101918533224,1.5706812311129483,1.577592621582069e-05,1.56289940748456,1.5706778774361916,1.5784821134085978,1.5602233212174064,5.4327786115088535e-05,1.5458205876258284,1.5602117315418695,1.574693402364013,1.6159695051559404,0.0005033603936793,1.5723440341792336,1.6158659219970954,1.660183629262339,0.287186850944896,18.564742589703588,17.0,277.1428571428572,3,8,
997,2022-11-09,80.0,688567.0,9406.0,34877559.0,2.0,5460.285714285715,48.42857142857143,22.0,696754.0,18.0,203062512.0,0.0108341021606193,0.0088642654041431,343.1229098554636,406,29.0,3519.2009768377657,1.5935642747408876,1.4879173860533993e-05,1.5860085082280382,1.593561158809882,1.6011377488317031,1.543402609999582,4.964558386704887e-05,1.5296260449788366,1.5433918922104573,1.5572430552885457,1.5939842294150672,0.0004560661568454,1.5524481162706825,1.5938896443740975,1.6359358439744591,0.3687297976774811,19.913419913419915,19.714285714285715,307.1428571428572,3,8,
998,2022-11-10,40.0,688607.0,12017.0,34889576.0,3.0,6181.142857142857,48.57142857142857,38.0,696792.0,22.0,203062512.0,0.0187134491865243,0.0108341021606193,343.1416233046501,589,34.0,3824.035090840728,1.604470252547669,1.3867428193220564e-05,1.597183107827238,1.6044673742198214,1.6117737545670925,1.524521782429242,4.540260503573792e-05,1.5113474864332428,1.5245118612906154,1.5377524594250491,1.5686725117012177,0.0004131834243834,1.5291665950723634,1.568584815155778,1.60873779791057,0.6345571220687516,21.34986225895317,22.142857142857142,361.57142857142856,3,8,
999,2022-11-11,49.0,688656.0,18622.0,34908198.0,4.0,8447.857142857143,46.285714285714285,37.0,696829.0,24.285714285714285,203062512.0,0.0182209899974053,0.0119597231643201,343.15984429464754,522,34.0,4096.208406914801,1.6055209547167262,1.2808483705683312e-05,1.5985121504569908,1.605518294042462,1.6125448793682255,1.504055868413509,4.15667965133056e-05,1.4914517201115336,1.504046665040708,1.5167123187129987,1.5401644904214886,0.0003742563124478,1.5023810326090783,1.54008285432289,1.5784163723933786,0.63047711781889,23.11621966794381,25.857142857142858,404.1428571428572,3,8,
