outbreak,estimated_new_deaths_mean,actual_death_rate,error,percentual_error
0.0,329.31864073315654,31.99289262637085,297.3257481067857,929.3493763727646
1.0,38.62129207915515,39.945545720141865,-1.3242536409867185,-3.3151472013035637
2.0,84.13696304049026,39.5902012395361,44.54676180095416,112.51966498333499
3.0,35.446577891262294,85.15034452613713,-49.70376663487484,-58.371773962251126
4.0,55.12445820448772,107.23270702542504,-52.10824882093732,-48.5936150139177
5.0,42.926077915748785,59.02439962499261,-16.098321709243827,-27.274011784149245
6.0,55.362754245029286,20.594713640271944,34.768040604757346,168.82021868354684
7.0,9.131729250346705,6.297286705203648,2.834442545143057,45.01053672529896
8.0,1.529608518448688,2.8221429102158844,-1.2925343917671963,-45.79974979609809
