date,S,I,R,D,I_accumulated,D_new_deaths,reproduction_number_sird,I_new_cases,days_between_infections,case_fatality_probability,loss_immunity_in_days,train_period,outbreak,alpha,estimation,days_to_fit_within_outbreak
2020-02-16,99999.9880272322,0.0119727677811863,0.0,0.0,0.0119727677811863,,2.515195956469342,,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-17,99999.98388458704,0.014470276579060283,0.001636795005168906,8.341361074731289e-06,0.016118584423385887,8.341361074731289e-06,2.5151956553307704,0.004145816642199587,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-18,99999.97888451925,0.01748862974884482,0.0036084287036379256,1.8422276739298833e-05,0.021128992872761213,1.0080915664567544e-05,2.5151955511351267,0.005010408449375326,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-19,99999.97284959722,0.021135593151160686,0.0059842069335812355,3.0602671740676405e-05,0.027182882488662886,1.2180395001377573e-05,2.5151954253736237,0.006053889615901673,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-20,99999.96556063578,0.025544292321693557,0.008849744711893733,4.532716918642144e-05,0.03450123925897252,1.4724497445745033e-05,2.515195273583509,0.007318356770309634,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-21,99999.95675726324,0.030872868109220786,0.012306744717635081,6.312394053744933e-05,0.04334657418913324,1.7796771351027888e-05,2.5151950902518454,0.008845334930160723,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-22,99999.94612552329,0.03731200679968703,0.01647784004020745,8.462985543862009e-05,0.0540354231982648,2.1505914901170765e-05,2.5151948688297754,0.010688849009131557,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-23,99999.93328282471,0.04509408125177554,0.021512473005940662,0.00011062101233419093,0.06695352130527549,2.5991156895570838e-05,2.515194601420682,0.012918098107010688,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-24,99999.91777228304,0.05449658746072016,0.02758910529013785,0.00014202421627500768,0.08256150728291271,3.1403203940816746e-05,2.5151942784016468,0.015607985977637226,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-25,99999.89903128649,0.06586123644538594,0.034927496321057135,0.00017998074453353744,0.10142661605002673,3.795652825852976e-05,2.5151938882811296,0.018865108767114017,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-26,99999.87638725796,0.07959652834704577,0.0437903587356156,0.00022585494390810833,0.12422695165424537,4.587419937457089e-05,2.515193416908342,0.02280033560421864,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-27,99999.84902160896,0.0961996453281124,0.05449743835548901,0.0002813073524777007,0.15178782951067993,5.5452408569592353e-05,2.5151928473666523,0.02756087785643456,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-28,99999.81595935786,0.1162627569772061,0.0674295693873016,0.00034831575953789474,0.18509224338893526,6.700840706019406e-05,2.515192159066955,0.033304413878255335,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-02-29,99999.7760063778,0.14051113350927744,0.08305318617253776,0.0004293025028508255,0.22534413338758896,8.098674331293075e-05,2.5151913274865527,0.0402518899986537,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-01,99999.72772637021,0.16981713079052957,0.10192931778807043,0.0005271811804658399,0.2739916015222944,9.787867761501442e-05,2.515190322590813,0.04864746813470544,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-02,99999.66938570836,0.2052336900716345,0.12473513300538819,0.0006454685405049472,0.33278252161696814,0.00011828736003910727,2.515189108254015,0.05879092009467374,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-03,99999.59883645311,0.24806538822811564,0.1523096368442961,0.0007885217978992668,0.40388248489311773,0.0001430532573943196,2.515187640872047,0.07109996327614959,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-04,99999.51358023794,0.299829637207245,0.1856287157808072,0.0009614090362234994,0.4898103899663221,0.00017288723832423268,2.5151858664200315,0.08592790507320436,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-05,99999.41058869635,0.3623657463831454,0.22587528375204982,0.0011702734982821864,0.5936194914186383,0.000208864462058687,2.515183722059155,0.10380910145231625,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-06,99999.2860551908,0.4379857089377137,0.2745362630041449,0.0014228372385517352,0.7191477112166953,0.0002525637402695487,2.515181131620065,0.12552821979805695,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-07,99999.13566110597,0.5293124686184216,0.3332985644755716,0.0017278609162791868,0.8707491570306132,0.0003050236777274516,2.5151779993583694,0.15160144581391788,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-08,99998.95378908452,0.639757749041745,0.4043564264964354,0.0020967399040887446,1.0540873531023547,0.0003688789878095579,2.515174216652429,0.1833381960717415,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-09,99998.73407779259,0.7731851261077461,0.49019470243543317,0.0025423788310321442,1.2755759149602297,0.0004456389269433996,2.5151696422146994,0.22148856185787502,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-10,99998.46849592785,0.9344723957648591,0.5939506061184897,0.0030810702445104032,1.5433121531432212,0.000538691413478259,2.515164116045169,0.2677362381829915,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-11,99998.14745124927,1.1294453598051537,0.7193711175057453,0.003732273403968638,1.8669671471745515,0.0006512031594582347,2.515157436140846,0.32365499403133025,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-12,99997.75965450604,1.3649604450604795,0.870866158425112,0.004518890441504634,2.257922935911535,0.0007866170375359963,2.515149361238072,0.39095578873698367,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-13,99997.29066600243,1.6497873549467765,1.054076427282161,0.005470215316284212,2.730737901889957,0.0009513248747795777,2.5151396073900667,0.47281496597842176,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-14,99996.72423571978,1.993795226001987,1.2753498393875202,0.006619214795599659,3.301795631824787,0.001148999479315447,2.515127811410188,0.5710577299348301,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-15,99996.03930441126,2.40977368490825,1.5429132899891786,0.008008613822237807,3.9923284822731757,0.0013893990266381478,2.5151135645786225,0.6905328504483887,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-16,99995.21170378254,2.9124004425459478,1.866208329456048,0.009687445446674374,4.826703417584602,0.0016788316244365671,2.515096337214046,0.834374935311426,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-17,99994.21158417677,3.5198030793095385,2.256896472147932,0.011716271761490786,5.835015486217359,0.0020288263148164117,2.5150755214364966,1.0083120686327574,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-18,99993.00238037063,4.254186990974771,2.729263355533503,0.014169282844139765,7.0541305315097524,0.0024530110826489794,2.515050366468612,1.2191150452923933,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-19,99991.54194584017,5.141146523650115,3.29977564056871,0.01713199559698502,8.526541602279034,0.002962712752845256,2.515019952623375,1.4724110707692812,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-20,99989.77575250794,6.213793102227277,3.989739330387257,0.020715059421744928,10.307225173399566,0.003583063824759907,2.514983219833118,1.780683571120532,3.1806666909682244,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-21,99987.64547811497,7.505697822193817,4.823777708922753,0.02504635388895484,12.455022185094546,0.0043312944672099125,1.7347842165525431,2.14779701169498,4.611053054250771,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-22,99985.93852376979,8.243184304721822,5.788231234354198,0.030060691112168,14.183374703161288,0.00501433722321316,1.7347472571097795,1.7283525180667425,4.611053054250771,0.0050605602002362,250.9472074803577,True,0.0,0.0,0.0,21.0
2020-03-23,99984.08845235412,9.037420477063794,6.838595835936525,0.035531332861417776,16.058645688406866,0.005470641749249775,1.7347176421073047,1.875270985245578,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-03-24,99982.06249339745,9.907981936968865,7.9879966929262896,0.0415279726309514,18.114182631708765,0.005996639769533622,1.7346855440786086,2.055536943301899,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-03-25,99979.84637741192,10.861054448776189,9.244474855449436,0.04809328384338938,20.364603846557216,0.006565311212437981,1.7346503944686116,2.2504212148484513,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-03-26,99977.41390785211,11.907992570432182,10.622793960383419,0.05530561705419771,22.83674647629745,0.0072123332108083305,1.7346119457071776,2.472142629740233,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-03-27,99974.7568069664,13.05238229834286,12.1276209945912,0.0631897406484027,25.539090913221766,0.00788412359420499,1.7345697432943024,2.7023444369243173,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-03-28,99971.8463871708,14.30665536625605,13.775125993050521,0.0718314698772737,28.501026549494018,0.008641729228870992,1.7345236436141738,2.9619356362722513,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-03-29,99968.65683665288,15.681997316990298,15.579858012717132,0.08130801737322965,31.748996652248596,0.009476547495955959,1.7344731489482246,3.2479701027545786,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-03-30,99965.16006847192,17.190572870283205,17.557655218008385,0.09170343975952006,35.311776083168574,0.010395422386290404,1.7344178114714202,3.562779430919978,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-03-31,99961.32824934057,18.844437577690258,19.724212051083263,0.10310103062462216,39.217879755062235,0.0113975908651021,1.7343571438861234,3.9061036718936606,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-04-01,99957.13196116297,20.656332470216263,22.09611753528095,0.11558883148715975,43.4974462824311,0.01248780086253759,1.734290663295486,4.279566527368864,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-04-02,99952.53182820136,22.64330098456967,24.695586071842584,0.12928474219219663,48.190816887287774,0.013695910705036882,1.7342178593068398,4.693370604856675,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-04-03,99947.49210021163,24.820820087714246,27.542783909209966,0.14429579141917054,53.334618108027406,0.01501104922697391,1.734138048766254,5.143801220739633,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-04-04,99941.97000148422,27.207398627952696,30.661849793726308,0.16075009404735272,58.972675136243176,0.016454302628182177,1.7340506114207206,5.638057028215769,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-04-05,99935.92055307153,29.822496392079913,34.07816815925867,0.17878237708909547,65.15107070303286,0.018032283041742758,1.7339548051281026,6.178395566789682,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-04-06,99929.29212897836,32.68844207568243,37.82088162980984,0.1985473161066642,71.92269841303357,0.019764939017568733,1.7338498495209296,6.771627710000715,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-04-07,99922.03166855818,35.82817319006485,41.919954301974144,0.22020394973747506,79.34192285896457,0.021656633630810856,1.7337348489080078,7.419224445930993,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-04-08,99914.07559303324,39.269159550996385,46.41130449207006,0.24394292364617437,87.47388669460163,0.023738973908699307,1.7336088827074934,8.131963835637066,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-04-09,99905.35881465176,43.03952462236103,51.33170132683131,0.2699593990059082,96.38527851603232,0.026016475359733837,1.7334708478520044,8.911391821430684,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-04-10,99895.80997511049,47.170095373551796,56.72146214420338,0.29846737171867255,106.14921229122857,0.02850797271276434,1.7333196150940393,9.76393377519625,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
2020-04-11,99885.3480287654,51.695839818151526,62.62642128360248,0.32971013279858546,116.84873193930373,0.031242761079912917,1.7331539463944357,10.699519648075167,4.611053054250771,0.0050605602002362,250.9472074803577,False,0.0,0.0,0.0,21.0
