days_to_fit_within_outbreak,outbreak,date,train_period,estimated_new_deaths_mean,estimated_new_deaths_lower_bound,estimated_new_deaths_upper_bound,actual_death_rate,actual_inside_confidence_interval
21.0,8.0,2020-03-04,True,0.00015736695152026,0.00015113539755493783,0.00016454672207899488,0.0,False
21.0,8.0,2020-03-05,True,0.00019019486027229,0.00018284210133414546,0.00019758635555649937,0.0,False
21.0,8.0,2020-03-06,True,0.00022986641729729,0.0002212531097900731,0.00023879055140040438,0.0,False
21.0,8.0,2020-03-07,True,0.00027782734442172,0.00026685428434997316,0.0002881646713489156,0.0,False
21.0,8.0,2020-03-08,True,0.00033578959346817507,0.0003225317501910304,0.0003490029109916947,0.0,False
21.0,8.0,2020-03-09,True,0.00040585060049844,0.0003901201244563934,0.00042133778026821905,0.0,False
21.0,8.0,2020-03-10,True,0.0004905385046743099,0.0004724110854683321,0.0005090548746968888,0.0,False
21.0,8.0,2020-03-11,True,0.00059285518004149,0.000570239893680624,0.0006192795167524453,0.0,False
21.0,8.0,2020-03-12,True,0.000716572695137405,0.0006846781457143383,0.0007457548288359425,0.0009849183782381,False
21.0,8.0,2020-03-13,True,0.0008660261151995751,0.0008321248561717587,0.0008992120509441863,0.0009849183782381,False
21.0,8.0,2020-03-14,True,0.0010468152120330049,0.0010073502500779058,0.0010876819179703354,0.0011490714412778,False
21.0,8.0,2020-03-15,True,0.00126508676536703,0.0012155215659288622,0.0013132457469370502,0.0012311479727976,True
21.0,8.0,2020-03-16,True,0.0015290510680697402,0.0014716438809375737,0.0015969152738790882,0.001575869405181,True
21.0,8.0,2020-03-17,True,0.00184799787855985,0.0017726807719063652,0.0019190305682099025,0.0014773775673571,False
21.0,8.0,2020-03-18,True,0.00223335966776775,0.0021474838271463956,0.002319700633598064,0.0018291341310136,False
21.0,8.0,2020-03-19,True,0.0026994327900285997,0.002596808576773626,0.002809889707849956,0.0026029985710579,True
21.0,8.0,2020-03-20,True,0.0032623631671403904,0.00313957944455199,0.0033909060589082025,0.003587916949296,False
21.0,8.0,2020-03-21,True,0.003943227183162556,0.003789536847699382,0.004096597932843687,0.004783889265728,False
21.0,8.0,2020-03-22,True,0.004713473748700304,0.004542487292409264,0.004879378137622839,0.0059095102694287,False
21.0,8.0,2020-03-23,False,0.005536335001204019,0.0053688417774526214,0.005725606126405539,0.0083014549022927,False
21.0,8.0,2020-03-24,False,0.0064953540968571005,0.006237399540900534,0.006763831154794053,0.0116079666006636,False
21.0,8.0,2020-03-25,False,0.007634700292438339,0.0072114855100969015,0.008035599954760012,0.0141406138589902,False
21.0,8.0,2020-03-26,False,0.008997546848080044,0.008374240613933276,0.009621740436448999,0.016954666368242,False
21.0,8.0,2020-03-27,False,0.010609623903409787,0.009728498527302957,0.011538010384140535,0.0196280162520312,False
21.0,8.0,2020-03-28,False,0.012538952074597773,0.011145555330205063,0.013697443105967662,0.0233566358267898,False
21.0,8.0,2020-03-29,False,0.014841432661263948,0.013172589366314148,0.016559328906399592,0.0268038501506232,False
21.0,8.0,2020-03-30,False,0.017594403444679742,0.015395425089931808,0.019651184586512247,0.0308842262890383,False
21.0,8.0,2020-03-31,False,0.020884385254597366,0.01799590097449245,0.02360213447799386,0.0345424945510657,False
21.0,8.0,2020-04-01,False,0.024815832512954755,0.0210298233863572,0.028185784641281984,0.0394670864422563,False
21.0,8.0,2020-04-02,False,0.029530173793075952,0.024506504502694367,0.034034507908684265,0.0448137862098347,False
21.0,8.0,2020-04-03,False,0.03516840541762845,0.028883930236790253,0.04118335831546074,0.0524820792975458,False
21.0,8.0,2020-04-04,False,0.04193040970955391,0.033864371220013754,0.05022142311775328,0.0600096697597943,False
21.0,8.0,2020-04-05,False,0.050028277158036163,0.04040490645605876,0.05887740206182237,0.0690849891021314,False
21.0,8.0,2020-04-06,False,0.05974341843417498,0.04841146819764262,0.0718511097050584,0.0749944993715601,False
21.0,8.0,2020-04-07,False,0.07139736988589256,0.0562247126477406,0.08572854724539751,0.0816075227683018,True
21.0,8.0,2020-04-08,False,0.08536139877660012,0.06731656163043356,0.1025572520383407,0.087868789601387,True
21.0,8.0,2020-04-09,False,0.10212440653344088,0.07962499699342895,0.1230111844431989,0.0934968946198906,True
21.0,8.0,2020-04-10,False,0.12220383115111992,0.09391945439843762,0.14997434719993014,0.097647622071037,True
21.0,8.0,2020-04-11,False,0.1462947147041346,0.11122726584658502,0.1786276674417109,0.1028536192131528,False
21.0,8.0,2020-04-12,False,0.17514882155496275,0.13310817037564368,0.21841627579831135,0.1087631294825816,False
21.0,8.0,2020-04-13,False,0.2097051465363911,0.1571325892392202,0.2557182093630614,0.1157982607557111,False
21.0,8.0,2020-04-14,False,0.2510760676109754,0.1903657562672011,0.3119752135354803,0.1217781223378711,False
21.0,8.0,2020-04-15,False,0.30048031844931705,0.22193952920123888,0.3753677960735311,0.1300092259274326,False
21.0,8.0,2020-04-16,False,0.359525350450714,0.27067474066835945,0.4557324446316494,0.1402805175862016,False
21.0,8.0,2020-04-17,False,0.4298311345331921,0.3125745696929016,0.5368111885937918,0.151114619746821,False
21.0,8.0,2020-04-18,False,0.513513209603271,0.36239486770848695,0.6342254605220266,0.1623004784710968,False
21.0,8.0,2020-04-19,False,0.6128315332563964,0.43707793743851064,0.774433595907444,0.1725717701298659,False
21.0,8.0,2020-04-20,False,0.7302347947607408,0.527969634443635,0.9176310112909399,0.1867123839888561,False
21.0,8.0,2020-04-21,False,0.8687140341464842,0.6392477461398833,1.100812470006651,0.200290187345996,False
21.0,8.0,2020-04-22,False,1.031338925889566,0.7581688144675435,1.3088696860098274,0.2183001234052075,False
21.0,8.0,2020-04-23,False,1.2213581559711062,0.8885469599457451,1.5859119710669016,0.2365211134026128,False
21.0,8.0,2020-04-24,False,1.4421302430595089,1.033732327412115,1.8207729513196804,0.2537571850217801,False
21.0,8.0,2020-04-25,False,1.6972867561940705,1.2053631059000238,2.129689268018349,0.2721188776446479,False
21.0,8.0,2020-04-26,False,1.9894740122137655,1.405307430479486,2.5230961022046525,0.2935760280276928,False
21.0,8.0,2020-04-27,False,2.3214453890890194,1.6076477387788088,2.931203730255156,0.312219125901486,False
21.0,8.0,2020-04-28,False,2.6955662333149943,1.9098578068933554,3.408679842099257,0.3411335154340481,False
21.0,8.0,2020-04-29,False,3.1113641859651557,2.2868887055258864,4.012888556060309,0.3635052328825998,False
21.0,8.0,2020-04-30,False,3.5688590277728736,2.5260282060520756,4.614897614377029,0.3816558715672738,False
21.0,8.0,2020-05-01,False,4.065583053973632,2.857181408040046,5.12003024548581,0.4023391575102745,False
