days_to_fit_within_outbreak,outbreak,date,train_period,estimated_new_deaths_mean,estimated_new_deaths_lower_bound,estimated_new_deaths_upper_bound,actual_death_rate,actual_inside_confidence_interval
28.0,8.0,2020-06-17,False,3.389079328298996,2.233113916743576,4.748585551269556,0.5056148845998151,False
28.0,8.0,2020-06-18,False,3.3036734075275804,2.1748796189201527,4.877911265682098,0.5006902927086244,False
28.0,8.0,2020-06-19,False,3.2241997503416044,2.0806173951911906,4.8974597662846096,0.5005495900831619,False
28.0,8.0,2020-06-20,False,3.1496561257254347,2.0232747771410566,4.789930565929843,0.4952028903155835,False
28.0,8.0,2020-06-21,False,3.0796710485478753,1.9854489405004652,4.663067838809734,0.4942179719373454,False
28.0,8.0,2020-06-22,False,3.0134705598315077,1.9650041952351431,4.594765192372028,0.4971727270720597,False
28.0,8.0,2020-06-23,False,2.950061537122717,1.8750170345917954,4.455819499226834,0.4930219996209133,False
28.0,8.0,2020-06-24,False,2.8902951851595917,1.7990483038092981,4.373302541372063,0.4901375957989303,False
28.0,8.0,2020-06-25,False,2.8337588467663943,1.7513462255936092,4.369897092678991,0.4907004063007806,False
28.0,8.0,2020-06-26,False,2.7801380685580646,1.7628831732211085,4.373559218677202,0.4833135184639947,False
28.0,8.0,2020-06-27,False,2.7285348323461838,1.6928082744694317,4.202887277508804,0.4804291146420116,False
35.0,8.0,2020-02-16,True,,,,0.0,False
35.0,8.0,2020-02-17,True,1.8683686059298568e-05,1.8339068031339993e-05,1.9040075755464128e-05,0.0,False
35.0,8.0,2020-02-18,True,2.2586363628698516e-05,2.2156800591957267e-05,2.3058245480245562e-05,0.0,False
35.0,8.0,2020-02-19,True,2.7322786640431078e-05,2.6814815259989483e-05,2.7842054158537388e-05,0.0,False
35.0,8.0,2020-02-20,True,3.304870301133445e-05,3.2416932148599515e-05,3.3636118371982275e-05,0.0,False
35.0,8.0,2020-02-21,True,3.9966816938325706e-05,3.9147004381050417e-05,4.070996727962694e-05,0.0,False
35.0,8.0,2020-02-22,True,4.833595188889113e-05,4.743257338464564e-05,4.926783462423418e-05,0.0,False
35.0,8.0,2020-02-23,True,5.8449908470860844e-05,5.7271720814510884e-05,5.9519603771033174e-05,0.0,False
35.0,8.0,2020-02-24,True,7.06861238218232e-05,6.929548203829309e-05,7.199513149915116e-05,0.0,False
35.0,8.0,2020-02-25,True,8.549326260687967e-05,8.388411589720749e-05,8.715375511567212e-05,0.0,False
35.0,8.0,2020-02-26,True,0.00010341212021106566,0.00010143947855360896,0.00010538502812206084,0.0,False
35.0,8.0,2020-02-27,True,0.00012506139910233,0.00012273858985885973,0.00012740756923902184,0.0,False
35.0,8.0,2020-02-28,True,0.00015125443285323502,0.00014853057487152787,0.00015421481050945977,0.0,False
35.0,8.0,2020-02-29,True,0.00018292587937717998,0.0001792831460046095,0.00018629565231236597,0.0,False
35.0,8.0,2020-03-01,True,0.00022124354794510502,0.00021737212967702697,0.00022518836904299598,0.0,False
35.0,8.0,2020-03-02,True,0.00026770421498534003,0.0002626418253655564,0.0002724410486356922,0.0,False
35.0,8.0,2020-03-03,True,0.000323794251294615,0.0003174370566168417,0.0003296212619638444,0.0,False
35.0,8.0,2020-03-04,True,0.00039151786086809504,0.00038451345256371714,0.00039874779365126273,0.0,False
35.0,8.0,2020-03-05,True,0.00047363260774072003,0.00046512288862090824,0.0004819204450977664,0.0,False
35.0,8.0,2020-03-06,True,0.0005726217538338949,0.0005613031680974995,0.0005830057482674641,0.0,False
35.0,8.0,2020-03-07,True,0.000692736946258755,0.0006802659971694266,0.0007059769505722168,0.0,False
35.0,8.0,2020-03-08,True,0.00083754563530101,0.0008215271272310802,0.0008519308194659201,0.0,False
35.0,8.0,2020-03-09,True,0.001011809493041835,0.0009942893456312773,0.001030154967991376,0.0,False
35.0,8.0,2020-03-10,True,0.001220374322535665,0.0011981230187947417,0.0012427897186813813,0.0,False
35.0,8.0,2020-03-11,True,0.0014671095126278298,0.001438058885411222,0.0014925212266149728,0.0,False
35.0,8.0,2020-03-12,True,0.001755824684525925,0.0017224341344065333,0.0017875119315411444,0.0009849183782381,False
35.0,8.0,2020-03-13,True,0.002090869251716105,0.002052999672586712,0.0021299177325413148,0.0009849183782381,False
35.0,8.0,2020-03-14,True,0.0024819685202065803,0.0024355628924126915,0.002524593136332017,0.0011490714412778,False
35.0,8.0,2020-03-15,True,0.00293661935615597,0.0028788777578313907,0.002988927425656529,0.0012311479727976,False
35.0,8.0,2020-03-16,True,0.003463859614799245,0.0033994446138983616,0.003523167916034792,0.001575869405181,False
35.0,8.0,2020-03-17,True,0.004072500171296445,0.004000147190103837,0.004143348366737478,0.0014773775673571,False
35.0,8.0,2020-03-18,True,0.00477153255616593,0.0046914331736627665,0.004848412005114998,0.0018291341310136,False
35.0,8.0,2020-03-19,True,0.00557730884674019,0.005479685497552389,0.00566039434490304,0.0026029985710579,False
35.0,8.0,2020-03-20,True,0.006497536992838419,0.006394064337413118,0.006593947004172429,0.003587916949296,False
35.0,8.0,2020-03-21,True,0.007556998037190411,0.0074443483360681125,0.007662191807456109,0.004783889265728,False
35.0,8.0,2020-03-22,True,0.008769688187267859,0.00865128013078684,0.008879434498389219,0.0059095102694287,False
35.0,8.0,2020-03-23,True,0.010152641772769052,0.010013116414702709,0.010270766636039028,0.0083014549022927,False
35.0,8.0,2020-03-24,True,0.011726560128352211,0.011584481276473014,0.011852650766845498,0.0116079666006636,True
35.0,8.0,2020-03-25,True,0.013514732193385911,0.013360811127528667,0.013657429133806413,0.0141406138589902,False
35.0,8.0,2020-03-26,True,0.015546837029925173,0.01539720505319383,0.015691613244609097,0.016954666368242,False
35.0,8.0,2020-03-27,True,0.017855697873146267,0.017702075004427543,0.01800190831433296,0.0196280162520312,False
35.0,8.0,2020-03-28,True,0.0204707793344674,0.0203243075708358,0.020599224865458916,0.0233566358267898,False
35.0,8.0,2020-03-29,True,0.02342957680977524,0.02330060171072544,0.023547785280964927,0.0268038501506232,False
35.0,8.0,2020-03-30,True,0.026767300336025156,0.02666836761216641,0.026861609952012564,0.0308842262890383,False
35.0,8.0,2020-03-31,True,0.030522684283600564,0.030453702195543192,0.030599777256458807,0.0345424945510657,False
35.0,8.0,2020-04-01,True,0.03475379599410954,0.034715029498769194,0.0347989239194677,0.0394670864422563,False
35.0,8.0,2020-04-02,True,0.039521726410233535,0.039473162624027426,0.03957928079031978,0.0448137862098347,False
35.0,8.0,2020-04-03,True,0.04488914524712601,0.04478101923964463,0.04501663972614609,0.0524820792975458,False
35.0,8.0,2020-04-04,True,0.05091583880709103,0.05071091316592856,0.051146425682181695,0.0600096697597943,False
35.0,8.0,2020-04-05,True,0.05766425591496184,0.0573543939248958,0.05799377018239945,0.0690849891021314,False
35.0,8.0,2020-04-06,False,0.06521372655372323,0.06473360249964111,0.06569700165942717,0.0749944993715601,False
35.0,8.0,2020-04-07,False,0.0736466003418927,0.07300862957928349,0.07432256018502145,0.0816075227683018,False
35.0,8.0,2020-04-08,False,0.08304923321251276,0.08220119637293456,0.08389484308499129,0.087868789601387,False
35.0,8.0,2020-04-09,False,0.09351534067545539,0.09234084850626148,0.09472142796063082,0.0934968946198906,True
35.0,8.0,2020-04-10,False,0.10514006149787447,0.10382889581674215,0.1065320843145244,0.097647622071037,False
35.0,8.0,2020-04-11,False,0.11802749342123324,0.11624999991034994,0.11983778238145736,0.1028536192131528,False
35.0,8.0,2020-04-12,False,0.13229284750011397,0.13013825595875975,0.13442442499146462,0.1087631294825816,False
35.0,8.0,2020-04-13,False,0.14804031570898799,0.14532602075392168,0.15060603159152064,0.1157982607557111,False
35.0,8.0,2020-04-14,False,0.16535417190073953,0.16201180479804067,0.1686728890263132,0.1217781223378711,False
35.0,8.0,2020-04-15,False,0.18430373070863768,0.18080544007175967,0.18836438512277742,0.1300092259274326,False
35.0,8.0,2020-04-16,False,0.20501732344868873,0.20007190276011919,0.20958070304636822,0.1402805175862016,False
35.0,8.0,2020-04-17,False,0.22762917544959133,0.22240599842105574,0.23336816725334644,0.151114619746821,False
35.0,8.0,2020-04-18,False,0.25220047436602433,0.2451453939763647,0.25905253751166396,0.1623004784710968,False
35.0,8.0,2020-04-19,False,0.27889763828481784,0.2710408677218888,0.28707080301348475,0.1725717701298659,False
35.0,8.0,2020-04-20,False,0.3076722608038903,0.2982086719346535,0.31642014733412066,0.1867123839888561,False
35.0,8.0,2020-04-21,False,0.33870173138905524,0.32863937324601056,0.3500419723383951,0.200290187345996,False
35.0,8.0,2020-04-22,False,0.3719072776348319,0.3596696238714787,0.3849901408557233,0.2183001234052075,False
35.0,8.0,2020-04-23,False,0.4073389147307006,0.39222384968352064,0.421833101666915,0.2365211134026128,False
35.0,8.0,2020-04-24,False,0.4449922664381729,0.42841645930812006,0.46200917852533185,0.2537571850217801,False
35.0,8.0,2020-04-25,False,0.48480665980484555,0.46657503814184176,0.5039343373528966,0.2721188776446479,False
35.0,8.0,2020-04-26,False,0.5265476165628787,0.5023627258276222,0.5509127352189603,0.2935760280276928,False
35.0,8.0,2020-04-27,False,0.5702198454458685,0.5438237757119897,0.5982350919250743,0.312219125901486,False
35.0,8.0,2020-04-28,False,0.6153597973200096,0.5868423333762969,0.6458525123644375,0.3411335154340481,False
35.0,8.0,2020-04-29,False,0.6619089605393519,0.6280748159699904,0.6989791160471381,0.3635052328825998,False
35.0,8.0,2020-04-30,False,0.709460504104344,0.6680732721380829,0.7484216989928998,0.3816558715672738,False
35.0,8.0,2020-05-01,False,0.7575105383778968,0.7074670436216626,0.807381044184844,0.4023391575102745,False
35.0,8.0,2020-05-02,False,0.8059457806559646,0.7538118600475885,0.8610578019075981,0.4211933093222614,False
35.0,8.0,2020-05-03,False,0.8545189368549458,0.7967945888957483,0.9209089956291913,0.4398364071960545,False
35.0,8.0,2020-05-04,False,0.9035734654546337,0.8340483596727488,0.9722682748389622,0.4591126668844293,False
35.0,8.0,2020-05-05,False,0.9536502052308673,0.878630085389578,1.0346566417140948,0.4724794163033752,False
35.0,8.0,2020-05-06,False,1.0063196330679898,0.923802193892499,1.0996503056350246,0.4831728158385321,False
35.0,8.0,2020-05-07,False,1.0616118054948867,0.9673907266263106,1.1772300216692688,0.49555464687924,False
35.0,8.0,2020-05-08,False,1.1188417938985522,1.0113223957851478,1.249692211060618,0.5084289371090669,False
35.0,8.0,2020-05-09,False,1.1798952435822367,1.061723999166438,1.3270391808167112,0.5232027127826387,False
35.0,8.0,2020-05-10,False,1.2436014684022343,1.1203202294354933,1.3878587505466684,0.5308006545576187,False
35.0,8.0,2020-05-11,False,1.3104762596879387,1.173777019124474,1.4819246166036932,0.5383282450198671,False
35.0,8.0,2020-05-12,False,1.3802864196455478,1.2228443994836116,1.562803030749625,0.5468407538603537,False
35.0,8.0,2020-05-13,False,1.4530632798551215,1.2790887307027374,1.69290389272097,0.5553532627008405,False
35.0,8.0,2020-05-14,False,1.5289554305954,1.3353178799127612,1.7748607030202856,0.5640064741667897,False
35.0,8.0,2020-05-15,False,1.6086861130662249,1.3998321680037358,1.8945271491453057,0.5635140149776706,False
35.0,8.0,2020-05-16,False,1.690920010426828,1.4508598485320685,2.0168112675304086,0.563373312352208,False
35.0,8.0,2020-05-17,False,1.7771639609692542,1.5336326330499828,2.0989963532445937,0.5696345791852934,False
35.0,8.0,2020-05-18,False,1.8659657915161323,1.5791026259080125,2.2319854391283087,0.5718858211926947,False
35.0,8.0,2020-05-19,False,1.9582581539436412,1.6492415450052273,2.35516668111123,0.5690014173707116,False
35.0,8.0,2020-05-20,False,2.0539502110039836,1.7271239539993744,2.50880830332883,0.5635140149776706,False
35.0,8.0,2020-05-21,False,2.1527229601672944,1.815806609985416,2.661283381080173,0.5620366374103134,False
35.0,8.0,2020-05-22,False,2.2545499868299084,1.8726914294967645,2.8102955557452716,0.5730817935091268,False
35.0,8.0,2020-05-23,False,2.3594238818517845,1.9523077668235278,2.9015760182826575,0.5715340646290383,False
35.0,8.0,2020-05-24,False,2.467175035298553,2.0349079155983993,3.1479621919248157,0.5639361228540584,False
35.0,8.0,2020-05-25,False,2.5773987082636403,2.12075471358958,3.253741735950804,0.5649913925450278,False
35.0,8.0,2020-05-26,False,2.689797299161367,2.179510644649277,3.4143252770773977,0.5578155586464358,False
35.0,8.0,2020-05-27,False,2.804284843641496,2.2724978183370745,3.5697052897932364,0.5618255834721195,False
35.0,8.0,2020-05-28,False,2.9204494472493545,2.3159777393615704,3.8083735616591246,0.55858942308648,False
35.0,8.0,2020-05-29,False,3.037663523404031,2.3839420258614394,4.0032578013601015,0.550710076060575,False
35.0,8.0,2020-05-30,False,3.1555562960756545,2.4790543072236964,4.15083386774005,0.5483884827404424,False
35.0,8.0,2020-05-31,False,3.275490608130384,2.6070517784110963,4.384722385232022,0.5443784579147585,False
35.0,8.0,2020-06-01,False,3.392324511119278,2.657064916509742,4.534866258371452,0.5400870278381495,False
35.0,8.0,2020-06-02,False,3.510592046694714,2.719835979807029,4.730233105647785,0.5434638908492517,False
35.0,8.0,2020-06-03,False,3.6274932779930404,2.8027696462246476,4.807162008927611,0.5388207042089862,False
35.0,8.0,2020-06-04,False,3.7428656291802724,2.8700662025977732,5.1070070022143605,0.538750352896255,False
35.0,8.0,2020-06-05,False,3.856217055052967,2.924528552132613,5.181041065216422,0.5319966268740506,False
35.0,8.0,2020-06-06,False,3.9661245598291144,3.0316396946056785,5.4070486475930934,0.5303785466812309,False
35.0,8.0,2020-06-07,False,4.073294265916741,3.1062276056952465,5.447894165979457,0.52707203498286,False
35.0,8.0,2020-06-08,False,4.175928344639466,3.1845011263715115,5.71570443516581,0.5205293628988497,False
35.0,8.0,2020-06-09,False,4.274553218855159,3.2656202366508467,5.780394744675839,0.5141273934403018,False
35.0,8.0,2020-06-10,False,4.368047550374,3.3302620912804173,6.02927457872555,0.5119465027456317,False
35.0,8.0,2020-06-11,False,4.45754702818635,3.3700402752876513,6.05450562055393,0.5075847213562914,False
35.0,8.0,2020-06-12,False,4.541039474515748,3.4752093401090387,6.213165943041594,0.5074440187308287,False
35.0,8.0,2020-06-13,False,4.618266851972762,3.5141968429544796,6.264786805052589,0.5066701542907845,False
35.0,8.0,2020-06-14,False,4.688828114189733,3.5592062938172426,6.431005145276082,0.506810856916247,False
35.0,8.0,2020-06-15,False,4.752966990505248,3.614695177215096,6.36828800618635,0.5060369924762029,False
35.0,8.0,2020-06-16,False,4.811618819540055,3.6264916956666307,6.568702584170008,0.5073033161053662,False
35.0,8.0,2020-06-17,False,4.863495248894836,3.7377048181425545,6.627526382123437,0.5056148845998151,False
35.0,8.0,2020-06-18,False,4.908751856434385,3.802116331707067,6.659504409266992,0.5006902927086244,False
35.0,8.0,2020-06-19,False,4.9466494076316945,3.7610165479828654,6.53791243433385,0.5005495900831619,False
35.0,8.0,2020-06-20,False,4.978189493335224,3.8638811818602252,6.556898981808164,0.4952028903155835,False
35.0,8.0,2020-06-21,False,5.003535015766703,3.8437266589534036,6.631632991188688,0.4942179719373454,False
35.0,8.0,2020-06-22,False,5.022551979057339,3.8799751189344645,6.587091967807693,0.4971727270720597,False
35.0,8.0,2020-06-23,False,5.035387938211182,3.9340059664881752,6.628867027226453,0.4930219996209133,False
35.0,8.0,2020-06-24,False,5.042232149312544,3.9257787675027718,6.68797728293738,0.4901375957989303,False
35.0,8.0,2020-06-25,False,5.043225382994545,3.8778734403996786,6.436271712443503,0.4907004063007806,False
35.0,8.0,2020-06-26,False,5.038602616741233,3.985058120792983,6.596518765106345,0.4833135184639947,False
35.0,8.0,2020-06-27,False,5.028650863957099,3.9332509633997472,6.480997015196005,0.4804291146420116,False
35.0,8.0,2020-06-28,False,5.013213060926541,3.927915049193346,6.382300308854974,0.4820471948348314,False
35.0,8.0,2020-06-29,False,4.99302129453543,3.9589407544983533,6.333939710957774,0.4786703318237292,False
35.0,8.0,2020-06-30,False,4.968349410537118,3.9729694992274935,6.331633338365868,0.4785296291982666,False
35.0,8.0,2020-07-01,False,4.939163250265575,3.9556026272816007,6.187137843892213,0.4775447108200285,False
35.0,8.0,2020-07-02,False,4.9056550436677195,3.9367937617296946,6.191810508478607,0.4836652750276511,False
35.0,8.0,2020-07-03,False,4.86801539611046,3.875578092368342,6.133349700240259,0.4880974077297227,False
35.0,8.0,2020-07-04,False,4.826568658104294,3.917049060136907,6.055020426025243,0.4883084616679166,False
42.0,8.0,2020-02-16,True,,,,0.0,False
42.0,8.0,2020-02-17,True,2.4638976590622627e-05,2.4243227750980034e-05,2.5061938486006592e-05,0.0,False
42.0,8.0,2020-02-18,True,2.9778141647367218e-05,2.9343486748202244e-05,3.029205223291588e-05,0.0,False
42.0,8.0,2020-02-19,True,3.601863649130715e-05,3.542240192667821e-05,3.666598933976125e-05,0.0,False
42.0,8.0,2020-02-20,True,4.355877143344394e-05,4.286657288721651e-05,4.42951566288961e-05,0.0,False
42.0,8.0,2020-02-21,True,5.266639545393585e-05,5.185408971773804e-05,5.349943567074284e-05,0.0,False
42.0,8.0,2020-02-22,True,6.368505987004891e-05,6.277175532763873e-05,6.471913423602102e-05,0.0,False
42.0,8.0,2020-02-23,True,7.69966462383748e-05,7.584426210883023e-05,7.824565614192478e-05,0.0,False
42.0,8.0,2020-02-24,True,9.309953919976892e-05,9.171731020695806e-05,9.455318791584226e-05,0.0,False
42.0,8.0,2020-02-25,True,0.000112581602634705,0.00011090435831925225,0.00011434684488145151,0.0,False
42.0,8.0,2020-02-26,True,0.00013615731095770997,0.00013432735990237836,0.00013827309291163952,0.0,False
42.0,8.0,2020-02-27,True,0.000164626830972155,0.00016223365463723124,0.00016709638804647325,0.0,False
42.0,8.0,2020-02-28,True,0.000199077664817465,0.00019627741878974712,0.0002023636760069202,0.0,False
42.0,8.0,2020-02-29,True,0.00024071526719375997,0.00023728547388855598,0.0002444040577452403,0.0,False
42.0,8.0,2020-03-01,True,0.00029108792394399503,0.0002871420398798484,0.00029523408015676064,0.0,False
42.0,8.0,2020-03-02,True,0.00035215974447438996,0.00034707373022964855,0.0003571171196769985,0.0,False
42.0,8.0,2020-03-03,True,0.00042588900485370504,0.0004197595866210473,0.00043213555888183165,0.0,False
42.0,8.0,2020-03-04,True,0.0005148200737222751,0.0005076738137919778,0.0005223103378603661,0.0,False
42.0,8.0,2020-03-05,True,0.0006227659895077201,0.0006144793966317646,0.0006317214285191983,0.0,False
42.0,8.0,2020-03-06,True,0.000752711982658075,0.0007428843830849262,0.0007638377027926733,0.0,False
42.0,8.0,2020-03-07,True,0.0009105147864402251,0.0008982090539117133,0.0009239527285409583,0.0,False
42.0,8.0,2020-03-08,True,0.0011008245608788,0.001085271792546854,0.0011168111426204939,0.0,False
42.0,8.0,2020-03-09,True,0.00133083235044125,0.0013134251548974746,0.0013486123552285559,0.0,False
42.0,8.0,2020-03-10,True,0.0016084722103587301,0.0015882033657609118,0.0016326064376708993,0.0,False
42.0,8.0,2020-03-11,True,0.0019398830184249702,0.0019144150641923863,0.001967866384765975,0.0,False
42.0,8.0,2020-03-12,True,0.0023306700361241804,0.0023003757959302717,0.0023649612152345095,0.0009849183782381,False
42.0,8.0,2020-03-13,True,0.002784695969296765,0.0027510493763527777,0.0028241267599253446,0.0009849183782381,False
42.0,8.0,2020-03-14,True,0.003304584157995695,0.003263319246424326,0.003351747517469922,0.0011490714412778,False
42.0,8.0,2020-03-15,True,0.00389452805215994,0.003845224914103585,0.003946722097581227,0.0012311479727976,False
42.0,8.0,2020-03-16,True,0.004566334644334106,0.004511875050881259,0.004632297500520327,0.001575869405181,False
42.0,8.0,2020-03-17,True,0.00532892266665792,0.005258654567685139,0.005393895622903938,0.0014773775673571,False
42.0,8.0,2020-03-18,True,0.006193198169750485,0.006119510238185678,0.0062704748673722,0.0018291341310136,False
42.0,8.0,2020-03-19,True,0.007168787850577571,0.007086122495701035,0.007261379809901282,0.0026029985710579,False
42.0,8.0,2020-03-20,True,0.008267723774293006,0.008177388795803021,0.008368886852548198,0.003587916949296,False
42.0,8.0,2020-03-21,True,0.009502951955349725,0.009396902343023627,0.009623880318709926,0.004783889265728,False
42.0,8.0,2020-03-22,True,0.01088795228455741,0.010774962935088343,0.011018490200304223,0.0059095102694287,False
42.0,8.0,2020-03-23,True,0.012439612804664605,0.012301591213057846,0.012576621055304398,0.0083014549022927,False
42.0,8.0,2020-03-24,True,0.01416359703426574,0.014007201728917954,0.01431823198223704,0.0116079666006636,False
42.0,8.0,2020-03-25,True,0.016084155481769686,0.01591736948770472,0.01626084760321537,0.0141406138589902,False
42.0,8.0,2020-03-26,True,0.01821835724323316,0.018027539394511922,0.018418002307177002,0.016954666368242,False
42.0,8.0,2020-03-27,True,0.020588090677324034,0.02039655271346034,0.02080433795170528,0.0196280162520312,False
42.0,8.0,2020-03-28,True,0.023216216578127006,0.023012772829479066,0.023448916687086884,0.0233566358267898,True
42.0,8.0,2020-03-29,True,0.026122383362888503,0.025892984466891655,0.026364432005921767,0.0268038501506232,False
42.0,8.0,2020-03-30,True,0.029329625752837134,0.029043348354963087,0.02960715140234604,0.0308842262890383,False
42.0,8.0,2020-03-31,True,0.03285178198563114,0.03256210300235567,0.033165192587139694,0.0345424945510657,False
42.0,8.0,2020-04-01,True,0.03671306590056486,0.03640699081516913,0.037062920924016994,0.0394670864422563,False
42.0,8.0,2020-04-02,True,0.04096322916780656,0.04064646715136488,0.04135537642644346,0.0448137862098347,False
42.0,8.0,2020-04-03,True,0.045585102520364185,0.045232495420256764,0.04595380437770469,0.0524820792975458,False
42.0,8.0,2020-04-04,True,0.05061182804263541,0.05026404315470765,0.050975200608925936,0.0600096697597943,False
42.0,8.0,2020-04-05,True,0.056039884791188176,0.05564123542352183,0.0564598422949375,0.0690849891021314,False
42.0,8.0,2020-04-06,True,0.06186573082384731,0.06150416433293061,0.062262961974690646,0.0749944993715601,False
42.0,8.0,2020-04-07,True,0.06806090428957327,0.06768367986100046,0.06843993085425232,0.0816075227683018,False
42.0,8.0,2020-04-08,True,0.07459494837756442,0.07421848141293758,0.07495230152064865,0.087868789601387,False
42.0,8.0,2020-04-09,True,0.08150655267610737,0.08115072896336298,0.08186288259873659,0.0934968946198906,False
42.0,8.0,2020-04-10,True,0.08861722834217123,0.08831012494887622,0.08895329691380068,0.097647622071037,False
42.0,8.0,2020-04-11,True,0.09594560502130986,0.09567760100444751,0.09624837232897251,0.1028536192131528,False
42.0,8.0,2020-04-12,True,0.10342126773853519,0.10314623178897156,0.10373449429608933,0.1087631294825816,False
42.0,8.0,2020-04-13,False,0.11082678683705074,0.11044152009838026,0.11123571370270105,0.1157982607557111,False
42.0,8.0,2020-04-14,False,0.11814958804879731,0.1175918414108135,0.11873366813601693,0.1217781223378711,False
42.0,8.0,2020-04-15,False,0.1252632908785606,0.12439485845529649,0.1260290449954784,0.1300092259274326,False
42.0,8.0,2020-04-16,False,0.13208419015246103,0.13105062360484135,0.13305137712384985,0.1402805175862016,False
42.0,8.0,2020-04-17,False,0.13851081974961704,0.13726403503710408,0.1397220361977693,0.151114619746821,False
42.0,8.0,2020-04-18,False,0.14479155883446268,0.14335151636038868,0.14615633187239874,0.1623004784710968,False
42.0,8.0,2020-04-19,False,0.15104444578007878,0.1495442928917611,0.15246095698550205,0.1725717701298659,False
42.0,8.0,2020-04-20,False,0.1574446134488376,0.15578628420750745,0.15888712558257576,0.1867123839888561,False
42.0,8.0,2020-04-21,False,0.16411258228254338,0.16236246591051076,0.16583899724122023,0.200290187345996,False
42.0,8.0,2020-04-22,False,0.1710295531136057,0.16933276518741183,0.17284223362358092,0.2183001234052075,False
42.0,8.0,2020-04-23,False,0.17824880373733518,0.17655294132852922,0.18004478130281007,0.2365211134026128,False
42.0,8.0,2020-04-24,False,0.18573620219996967,0.18392015421117192,0.1875609387569766,0.2537571850217801,False
42.0,8.0,2020-04-25,False,0.19349609856699007,0.19148084852606684,0.19545721129828322,0.2721188776446479,False
42.0,8.0,2020-04-26,False,0.20173634348575104,0.19972945997688113,0.20361994134968822,0.2935760280276928,False
42.0,8.0,2020-04-27,False,0.2099140431727285,0.20772931723607238,0.2119003221423597,0.312219125901486,False
42.0,8.0,2020-04-28,False,0.21907322806792057,0.216855622912599,0.22121516647172113,0.3411335154340481,False
42.0,8.0,2020-04-29,False,0.22816939995771018,0.22592659968681839,0.23029492407110924,0.3635052328825998,False
42.0,8.0,2020-04-30,False,0.2376302944774812,0.23516527613741928,0.23987432024315955,0.3816558715672738,False
42.0,8.0,2020-05-01,False,0.2474701505392954,0.24476930296409183,0.24976199931470125,0.4023391575102745,False
42.0,8.0,2020-05-02,False,0.2577313562719566,0.2551729194789186,0.2600114451254206,0.4211933093222614,False
42.0,8.0,2020-05-03,False,0.2684107684707126,0.2656118220466794,0.2708088854893155,0.4398364071960545,False
42.0,8.0,2020-05-04,False,0.2795395058625576,0.2768024044000932,0.28212609029102576,0.4591126668844293,False
42.0,8.0,2020-05-05,False,0.2911200325706897,0.28828268985491473,0.2939507236648764,0.4724794163033752,False
42.0,8.0,2020-05-06,False,0.30318485878739493,0.29986060614933807,0.3062350289172484,0.4831728158385321,False
42.0,8.0,2020-05-07,False,0.31563198076951854,0.3124804190422477,0.3185857328898861,0.49555464687924,False
42.0,8.0,2020-05-08,False,0.328656557834478,0.32543012849997394,0.33164337022051843,0.5084289371090669,False
42.0,8.0,2020-05-09,False,0.34215371360797514,0.3386235240575931,0.3453104336980598,0.5232027127826387,False
42.0,8.0,2020-05-10,False,0.35612259649801475,0.35205935892596185,0.3597044466901667,0.5308006545576187,False
42.0,8.0,2020-05-11,False,0.37062365372150696,0.36692825435559867,0.3742279724569549,0.5383282450198671,False
42.0,8.0,2020-05-12,False,0.38575415786242334,0.3815696302145088,0.3897165394852915,0.5468407538603537,False
42.0,8.0,2020-05-13,False,0.40136857379824525,0.3974391539880096,0.4053614821677271,0.5553532627008405,False
42.0,8.0,2020-05-14,False,0.41762348210496825,0.4134234365846972,0.42205888035185446,0.5640064741667897,False
42.0,8.0,2020-05-15,False,0.4344717636187675,0.42974098451673526,0.43889144469952823,0.5635140149776706,False
42.0,8.0,2020-05-16,False,0.45193916565794556,0.4467823191473788,0.4563384355642607,0.563373312352208,False
42.0,8.0,2020-05-17,False,0.47010719344550556,0.4649082658331749,0.4748885857501687,0.5696345791852934,False
42.0,8.0,2020-05-18,False,0.48881211924984624,0.4836635050915014,0.49430748284378695,0.5718858211926947,False
42.0,8.0,2020-05-19,False,0.5082740002465109,0.5031881214155055,0.5138906308056835,0.5690014173707116,False
42.0,8.0,2020-05-20,False,0.5284358718658846,0.5224897094243026,0.533910130180126,0.5635140149776706,False
42.0,8.0,2020-05-21,False,0.5493242599530828,0.5431053553337135,0.5552690629514527,0.5620366374103134,False
42.0,8.0,2020-05-22,False,0.5709571459568155,0.5642618302834121,0.5774371023906506,0.5730817935091268,True
42.0,8.0,2020-05-23,False,0.5933359739037556,0.5865941434841684,0.5999806640347556,0.5715340646290383,False
42.0,8.0,2020-05-24,False,0.6165081301598511,0.6093640227632156,0.6240027832343003,0.5639361228540584,False
42.0,8.0,2020-05-25,False,0.640488104067628,0.6327463661604156,0.6481037898733669,0.5649913925450278,False
42.0,8.0,2020-05-26,False,0.6652758167267152,0.6571587753602337,0.6737053236256353,0.5578155586464358,False
42.0,8.0,2020-05-27,False,0.6908920878843381,0.6822197335049814,0.699555460506673,0.5618255834721195,False
42.0,8.0,2020-05-28,False,0.7173836865721834,0.7078444437945322,0.7262635249694349,0.55858942308648,False
42.0,8.0,2020-05-29,False,0.7447636953160975,0.734705373118186,0.7550275656291432,0.550710076060575,False
42.0,8.0,2020-05-30,False,0.7730324665122913,0.7620926815351442,0.7839521461924664,0.5483884827404424,False
42.0,8.0,2020-05-31,False,0.8021977651456211,0.7915996858657858,0.8134068424049256,0.5443784579147585,False
