simulation_parameter,simulation_pertubation,days_to_recovery,estimation,period_in_days,x_initial_infected_population,x_days_between_infections_0,x_case_fatality_probability_0,x_loss_immunity_in_days_0,x_case_fatality_probability_1,x_loss_immunity_in_days_1,x_case_fatality_probability_2,x_loss_immunity_in_days_2,x_case_fatality_probability_3,x_loss_immunity_in_days_3,x_case_fatality_probability_4,x_loss_immunity_in_days_4,x_days_between_infections_1,x_breakpoint_1,x_transition_days_between_epidemic_periods_1,x_days_between_infections_2,x_breakpoint_2,x_transition_days_between_epidemic_periods_2,x_days_between_infections_3,x_breakpoint_3,x_transition_days_between_epidemic_periods_3,x_days_between_infections_4,x_breakpoint_4,x_transition_days_between_epidemic_periods_4,x_days_between_infections_5,x_breakpoint_5,x_transition_days_between_epidemic_periods_5,x_days_between_infections_6,x_breakpoint_6,x_transition_days_between_epidemic_periods_6,x_days_between_infections_7,x_breakpoint_7,x_transition_days_between_epidemic_periods_7,x_days_between_infections_8,x_breakpoint_8,x_transition_days_between_epidemic_periods_8,x_days_between_infections_9,x_breakpoint_9,x_transition_days_between_epidemic_periods_9,x_days_between_infections_10,x_breakpoint_10,x_transition_days_between_epidemic_periods_10,date_first_case,base_input,simulation_output,simulation_input,base_output,percentual_difference_in_outcome,percentual_difference_in_input,elasticity
x_case_fatality_probability_1,1.1,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0046832091411973,257.9908678556118,0.002605050127149,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,0.0042574628556339,0.1889272169880668,0.0046832091411973,0.1738055130680814,8.700359184844777,10.000000000000009,0.870035918484477
x_case_fatality_probability_1,1.5,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0063861942834509,257.9908678556118,0.002605050127149,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,0.0042574628556339,0.2776181139688801,0.0063861942834509,0.1738055130680814,59.72917605906684,50.0,1.1945835211813367
x_case_fatality_probability_2,1.01,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,257.9908678556118,0.0026311006284205,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,0.002605050127149,0.1742769149537538,0.0026311006284205,0.1738055130680814,0.2712237818876374,1.0000000000000082,0.2712237818876352
x_case_fatality_probability_2,1.1,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,257.9908678556118,0.0028655551398639,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,0.002605050127149,0.1884166084985271,0.0028655551398639,0.1738055130680814,8.406577658283162,10.000000000000014,0.840657765828315
x_case_fatality_probability_2,1.5,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,257.9908678556118,0.0039075751907236,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,0.002605050127149,0.3317638209698754,0.0039075751907236,0.1738055130680814,90.88221950699582,49.99999999999999,1.8176443901399169
x_case_fatality_probability_3,1.01,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,257.9908678556118,0.002605050127149,225.57708985903324,0.0004423209385839,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,0.0004379415233504,0.1740231950863894,0.0004423209385839,0.1738055130680814,0.1252445992451218,1.0,0.1252445992451218
x_case_fatality_probability_3,1.1,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,257.9908678556118,0.002605050127149,225.57708985903324,0.0004817356756855,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,0.0004379415233504,0.1740270941561873,0.0004817356756855,0.1738055130680814,0.1274879514432401,10.000000000000012,0.0127487951443239
x_case_fatality_probability_3,1.5,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,257.9908678556118,0.002605050127149,225.57708985903324,0.0006569122850257,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,0.0004379415233504,0.1930145974458134,0.0006569122850257,0.1738055130680814,11.05205700247702,50.0,0.2210411400495403
x_case_fatality_probability_4,1.01,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,257.9908678556118,0.002605050127149,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001177889240559,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,0.0001166226970851,0.1738192971951885,0.0001177889240559,0.1738055130680814,0.0079307766846957,1.0000000000000062,0.0079307766846957
x_case_fatality_probability_4,1.1,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,257.9908678556118,0.002605050127149,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001282849667936,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,0.0001166226970851,0.1740017054562419,0.0001282849667936,0.1738055130680814,0.1128804171382599,10.000000000000016,0.0112880417138259
x_case_fatality_probability_4,1.5,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,257.9908678556118,0.002605050127149,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001749340456276,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,0.0001166226970851,0.1768554764787801,0.0001749340456276,0.1738055130680814,1.7548139623764478,49.99999999999999,0.0350962792475289
x_loss_immunity_in_days_0,1.01,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,238.8906873669913,0.0042574628556339,257.9908678556118,0.002605050127149,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,236.52543303662503,0.1739613876832431,238.8906873669913,0.1738055130680814,0.0896833549236712,0.999999999999996,0.0896833549236715
x_loss_immunity_in_days_0,1.1,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,260.1779763402876,0.0042574628556339,257.9908678556118,0.002605050127149,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,236.52543303662503,0.1729952145571228,260.1779763402876,0.1738055130680814,-0.4662099013172073,10.00000000000002,-0.0466209901317206
x_loss_immunity_in_days_0,1.5,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,354.7881495549376,0.0042574628556339,257.9908678556118,0.002605050127149,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,236.52543303662503,0.1727096977068701,354.7881495549376,0.1738055130680814,-0.6304836606546453,50.000000000000014,-0.0126096732130929
x_loss_immunity_in_days_1,1.01,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,260.5707765341679,0.002605050127149,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,257.9908678556118,0.1732143089183372,260.5707765341679,0.1738055130680814,-0.3401527024707006,1.0000000000000075,-0.340152702470698
x_loss_immunity_in_days_1,1.1,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,283.789954641173,0.002605050127149,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,257.9908678556118,0.1745327250073311,283.789954641173,0.1738055130680814,0.4184055651703537,10.000000000000009,0.0418405565170353
x_loss_immunity_in_days_1,1.5,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,386.9863017834177,0.002605050127149,225.57708985903324,0.0004379415233504,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,257.9908678556118,0.1929311045328941,386.9863017834177,0.1738055130680814,11.004018875581382,50.0,0.2200803775116276
x_loss_immunity_in_days_2,1.01,8.0,2.0,1050.0,0.0316667426845811,3.291382964479323,0.0089420963809976,236.52543303662503,0.0042574628556339,257.9908678556118,0.002605050127149,227.8328607576236,0.0004379415233504,286.78649755181794,0.0001166226970851,332.5811270735482,8.087679045889058,55.81954133699357,33.529806026366366,7.120328018425566,111.75279491281772,16.605765952424868,7.632892242811015,130.79067148966425,35.39363752698516,6.21486170525631,257.64498754708137,6.613649772853785,6.527131029285587,314.211497233906,25.790629273880175,5.2051498689296425,358.7846951838809,4.513116886724568,4.211847460437139,447.5781379006984,2.7188611161782803,2.5513610929113035,676.3116743141832,4.587437422302472,1.8862952364045384,799.6952119696416,8.805480339655778,1.506083740608089,983.5846925401968,5.880941360939675,2020-02-16,225.57708985903324,0.1737867725291531,227.8328607576236,0.1738055130680814,-0.0107824766875556,0.999999999999998,-0.0107824766875557
